ID,Text,Labels
108,哈哈哈…好好笑。假如不对称的话那就是瑕疵的美啊… __eou__ 看样子今天不会落枕了 __eou__ 哪有人希望自己落枕的… __eou__ 明显我开玩笑的啊，哈哈 __eou__ 那这算冷笑话么？ __eou__ 希望不要冻着你，呵呵 __eou__ 幸亏我在广东，够暖和。哈哈哈…,1661611
109,好巧我也收了宠猫跟彩虹糖不过都是薄荷色 __eou__ 好有缘。感觉彩虹糖黑色百搭一些入了黑色 __eou__ 哈哈哈彩虹糖选色当初纠结死我了因为觉得好多颜色都可爱 __eou__ 我都把已经有了的小裙子颜色排除23333剩下的就几个颜色了,1111
110,重大!!!以前最喜欢去吃饭然后散步的地方!!!好想念!!!你也算是川美熟人了哈哈哈哈 __eou__ 重大真的是最有大学氛围的，宽广大气，当然我还是对川美最有感情，毕竟，我也算是川美家属了 __eou__ 而且重大食堂也好吃!!!吃完湖边散步简直太安逸!!! __eou__ 湖边散步，哈哈哈，好像缺了什么,1221
111,我今天去了哦就是站最前面正中间短发那个女生！记得我吗？超级喜欢你！唱的特别棒加油 __eou__ 是戴眼镜的那位吗？谢谢你 __eou__ 嗯嗯对啊对啊加油啊！特别喜欢你！期待你的新歌！ __eou__ 谢谢！我也很期待,2121
112,就吗也会逛街？？？ __eou__ 而且还是自己一个人的we厉害咩 __eou__ 得窝哦【不带小植树去你个就吗怎么当的 __eou__ 等你把植树生出来先再说--,6266
113,所以，还是那句话gay逼们赶紧找到真艾，美美滋滋 __eou__ 诋毁别人，你也好不到哪去 __eou__ 说的gay狗跟个人一样 __eou__ 你才不是人！,5555
114,看了择天记真心觉得娜扎颜值好高阿???还不错的女孩儿??就是不知道为什么那么招黑 __eou__ 择天记她戏份好少，都是落落戏份比较多，不知道后面会不会多一些。 __eou__ 应该会多一些吧??好喜欢长生容儿???爱上娜扎了??太美了 __eou__ 美美哒！性格又好！ __eou__ 恩??的确是,26222
115,不到一个月你就找了小学妹我还在反思是不是我做的不够好 __eou__ 是不是你的桂花糕没捂热 __eou__ 他不爱吃桂花糕 __eou__ 他只是不喜欢吃你送的桂花糕 __eou__ 也许吧不重要了,36363
116,他和你什么关系呢？ __eou__ 没关系了，在一学校贴吧问真题，后来加的他，之前说过几句感觉还没啥，今天就这样了 __eou__ 你还是好好自己做题，问老师吧亲！ __eou__ 我要买他们学校的真题啊，要不然专业课不好弄。 __eou__ 好吧！江湖水深，危险重重，谨慎行事！,66664
117,？？？？？？您孩子麻烦以后别送到中国学校 __eou__ 这和中国学校有什么关系。不要带节奏好不好。我仅仅只是吐槽一下。人民教师的行为只是个人行为。与学校并无瓜葛。 __eou__ 因为您原评论说“都”???我才这样回复，觉得您以偏概全太偏激，当然也就“偏激”的角度回复您 __eou__ 我已删除评论。表示怕了啊。,5654
118,你不是在昌平全封闭式的司法考试培训的么？？？ __eou__ 学习也是有假期，假期也是要进行一些有意义的课外活动的！ __eou__ 话说你司考复习的怎样鸟？ __eou__ 压力略大还是比较紧张的?,6664
119,心情不好的时候不笑，但不笑的时候不一定心情不好。所以不要纠结笑不笑，心情不好就是不好。 __eou__ 你什么时候变得这么辩证了？其实我是想问你，我是死鱼脸吗？ __eou__ 你受啥刺激了，是又怎样不是又怎样，不用太在意别人的觉得 __eou__ 话说你今天等的人结果怎样了？,3366
120,这个颜色实在太好看了真是让我纠结 __eou__ 好看就不要纠结买呗！ __eou__ 哈哈还是纠结蓝色和枚红色 __eou__ 我感觉红色更好搭配衣服,2611
121,哈哈别报太大希望啊万一垮了就掉的大 __eou__ 不会不会，力挺之啊 __eou__ 好吧我努力哈 __eou__ 加油加油！！！干吧嗲嘶哟～～,1612
122,装一瓶给我啊？我可以找天中午来拿哈哈 __eou__ 我刚还在想呢？要不要装一瓶给你，怕你不要呢 __eou__ 要，你弄个小瓶子，我如果明天空，就明天中午来拿哈哈 __eou__ 装好了，刚发q给你呢，我明天给你送去吧，明天我正好要出门帮事,1416
123,一个女人总会为她心爱的男人做出改变！ __eou__ 哈哈哈。你说这话的样子好认真啊。 __eou__ 哈哈…难道你有千里眼？还能看到我表情 __eou__ 我是用心感受的。哥们儿。,6116
124,说到今天的新春特辑就气 __eou__ 伦哥走了我就快进看完！！！充了会员，本想不浪费就看十五候鸟，！！！！ __eou__ 伦哥走了我就没看了???老坑了 __eou__ 我怕是惊喜，又跑出来了！！！快进还是没有！！！ __eou__ 哈哈哈哈哈????看后面几天的带娃吧,55551
125,哇！这饮料你拍的真好看！ __eou__ 你快看喵叽帮我加了个小猫咪上去！！！一织和我都圆满了！！！ __eou__ 看到了！可爱！果然有猫猫感觉就是不一样！ __eou__ 对的我升天了！,2222
126,女王生了你还要多久 __eou__ 最迟下周二去住院了已经快42周 __eou__ 一般41周不生都催产了哎 __eou__ 医生说我月经周期长，排卵期靠后，胎盘还嫩，所以不给我催，我后天去住院。,6666
127,哈哈哈哈哈哈哈哈狗妹，实不相瞒我能想到你的男朋友应该是是什么样子的 __eou__ 啊！你快告诉我！！！我也想知道！ __eou__ 一定是高个子长得干净帅气笑起来暖暖的穿什么都好看 __eou__ 对没错他就是这样哈哈哈哈,1122
128,我还以为去学习了，刚问祺仔她说老师不在幼儿园了！什么情况啊，宝贝们都很喜欢你呐！ __eou__ 我现在是自由的，专职的，钢琴老师呀！因为红黄蓝没有开设钢琴特色课了！ __eou__ 羡慕你的自由，加油啦！ __eou__ 谢谢啦！一定要让琪仔记得我呀,2122
129,#俞灏明#你很可爱哦…天气热注意防暑吧！ __eou__ 你来啦！我是婷姐 __eou__ 哦。婷姐好啊！嘻嘻 __eou__ 关注我啊！妹,2616
130,"什么是基带丢失？ __eou__ 水货手机带网络锁的，刷机后基带会丢失的，imei码都没了，拨打电话会出现没注册网络，需要刷回一个基带回去 __eou__ 我看淘宝上卖的水货手机会有一个叫卡贴的东西也是针对这个问题的吧？ __eou__ 刚才了解了一下卡贴,是这个意思,卡贴是用硬件方法解决问题,我刷基带是软件解决.",6666
131,希望您今后还是少参加一些娱乐节目 __eou__ 反正我就是看了跨界歌王后喜欢了瑜老板，疯狂爱上 __eou__ 我是看了一个对她的专访 __eou__ 反正现在就是特别特别的喜欢她。,6262
132,哈哈，我分不清你是你们两个中的那一个呢 __eou__ 这么说她应该不会生气 __eou__ 哈哈，我不知道哦 __eou__ 她是个大度的姑娘,1612
133,那啥，是不是暴露年龄了 __eou__ 总要老的嘛！！ __eou__ 不服老不行了，现在出门谁都叫我姐了 __eou__ 对的！要么就是叫阿姨 __eou__ 阿姨这事，就更让人伤心了，上次一50左右的人，进门就叫我阿姨，靠，我想说你眼睛瞎了吗,46363
134,好羡慕他应该不是那种架子很高的人吧 __eou__ 超级随和的像朋友一样 __eou__ 简直太羡慕你了目测tt身高不高吧 __eou__ 本来我也觉得不高但是我175他比我高,2226
135,露天的吗，是天然的？ __eou__ 当然，露天的，天然的，男女混浴的 __eou__ 上次去了那种室内室外都有的温泉，但是是男女分开的，外面差点没冻死，还是乖乖在室内 __eou__ 并不会啊，泡得一身汗 __eou__ 那看来是我那个温泉不行,66565
136,现在已经变成唯票房论了，真心心塞 __eou__ #刘亦菲#很多人酸的是中韩合拍票房口碑都不好可是这个导演有烂片？??不要听到中韩就觉得不好 __eou__ 粉圈越混越傻呗，被别人嘲多了洗脑了 __eou__ #刘亦菲#其实我更不喜欢的是韩国男主 __eou__ 我也不喜欢但是这是她自己的选择了，我就支持她就好了，毕竟亲妈粉,55552
137,真的很爱你晚安 __eou__ 哈哈哈哈哈哈哈哈、！你好认真、可是我觉得好好笑。 __eou__ 能不能愉快的聊天那我去删掉哼 __eou__ 我会怕你删掉、？ __eou__ 我要去找艳艳哭诉去,21663
138,好玩吗你和谁去啊嘉仪 __eou__ 和大头去好玩但好累，要六点半就起床 __eou__ 哈哈不错哟干嘛要六点半起床啊 __eou__ 因为要六点半出发去玩 __eou__ 哦哦这样啊好累的吧 __eou__ 非常累现在回去了，下大雨 __eou__ 是啊哈哈回到家好好休息啊,6616631
139,现在感觉都在内讧，好乱！也不知道媒体骂人是否属实 __eou__ 即便骂了，我觉得也要有道歉机会，这个时候不能乱，是很丢人的 __eou__ 是的围堵记者砸警车，无济于事！ __eou__ 让我觉得不值得，救援了几天，他们在这事上觉得很有能力，不需要救助。有这精力搬运物资可好？ __eou__ 每一次这样的事件都有发生，px的时候也是如此！这是个说话需要谨慎的社会,33333
140,活着就是恶心，真没谁了，没敢看完 __eou__ 我只看了几页…???看的胸闷…再不敢打开了 __eou__ 看到攻被虐的那里简直无法理解 __eou__ 不理解就很正常,5533
141,可以一试，话说柠檬茶不行吗？ __eou__ 可以可以，我比较喜欢清淡的 __eou__ 旺仔牛奶也不错，有个冰格可以试很多饮料 __eou__ 可以可以，改天去超市搞一波还有混合口味,6666
142,阿莫厚蛋烧喜欢吃甜还是咸 __eou__ 喜欢咸的！甜的有点无力啊。 __eou__ 我也喜欢咸的！嘎嘎就是想到了深夜食堂里超爱吃甜的那个老板！ __eou__ 甜的总觉得不像是菜像饭后小点心哈哈哈，不过做好了其实也蛮好吃的。,6221
143,我妈妈说里面人都好帅 __eou__ 对啊！尤其是大师兄，四哥！连宋也很顺眼，就连司命的低音炮也帅到飞起！ __eou__ 哈哈你太可爱了四哥是太子妃升职记里面的九王吧是挺帅的 __eou__ 对啊太好看了！,2222
144,好想知道是怎么做的！ __eou__ 可惜我没拍过程图~ __eou__ 好可惜，需要定形状么？ __eou__ 先用那种很差很便宜的羊毛戳出大型，然后用好的羊毛复盖在上面同时调整形状~ __eou__ 懂了，哈哈，谢谢哦！,63361
145,已经全部自带了，用便携旅行装，小管牙膏，男仕，效果特别好！ __eou__ 是的，你真有眼光。好幸福。 __eou__ 我已经用了九年了 __eou__ 你一定是一个懂健康，爱生活的人。,2212
146,昆明自己作死就那么点时间血崩早晚的事 __eou__ 昆明站的黄牛得赔死挥泪大甩卖 __eou__ 嗯我都通知身边的快抛粉丝爽了可以去捡白菜 __eou__ 你身边的快抛？你身边当黄牛得挺多啊 __eou__ 本来就是全民牛牛的时代了那么多app能正规合理加价昆明我反正不看好也没做,55666
147,嘎嘣一下停不住，慢慢踩刹车 __eou__ 只和朋友分享自己的生活事 __eou__ 我在努力挤回qq空间 __eou__ 那我要多关注咯,6666
148,怀念我的大学时光 __eou__ 大学就这样过去了，再没有比这更好的时光了，只有毕业以后工作了才能体会 __eou__ 总是要面对的嘛 __eou__ 那是，工作两年，毕业综合症早治好了，哈哈,6361
149,我逛了一下午的街。然后回家吃汤圆。现在无聊中准备做作业 __eou__ 同是天涯苦命人啊！！！ __eou__ 就是啊我们还是做作业把。今天晚上得不得放笑傲江湖啊 __eou__ 靠！你不问我还没发觉，不得放啊！ __eou__ 靠！我就是等放笑傲江湖啊。放一天居然看不成。太悲催了 __eou__ 感同身受。！！！！！！,636333
150,baby能不能不拍戏了 __eou__ 有人喜欢看你当我们8000万杨家将是吃素的吗？有本事你去拍戏有人用你吗？还说别人 __eou__ 您真的不是高级黑吗 __eou__ 就因为你不喜欢看baby就不拍戏了，别想了,5555
151,哈哈我喜欢冬天诶是不是还年轻 __eou__ 你一直年轻不会老 __eou__ 是因为每天晚上一两点睡吗哈哈 __eou__ 唉??同桌快来和我睡觉温暖我 __eou__ 下周就能见了,22111
152,你那里橘子有我买的甜吗 __eou__ 离开你我再也不吃橘子了 __eou__ 那是你最喜欢的啊 __eou__ 心酸咱不要橘子也不要他了好不好,6663
153,该死的，叫你妈多打几下，反正都是骨头，不痛的 __eou__ 去你的，你哥我不知道什么叫疼呢 __eou__ 那更应该叫你妈多打几下，吕搭3日迈回家，就知啥叫痛了 __eou__ 你是说身体上的痛呢，还是心里的呢？,5555
154,二水??是我！??我放假了！才能给你评论！??不评论我吃马桶！只是第四次了！ __eou__ 真是个奇怪的渔民 __eou__ 巧克力和音乐更配哦 __eou__ 细雨飘落。真是个奇怪的老缠粉！,6666
155,巨难吃！就是一张面饼，葱香菜啥啥没有 __eou__ 你也去买啦？早上吃差点把我噎死六中对面有个hello哥他家的挺好吃 __eou__ 我上回感冒在蒙医院输液李睿给我买了一张，感觉是我吃过最难吃的了 __eou__ 可以说是全市最难吃了,5555
156,这本书的版权国内可是在狂抢啊。 __eou__ 嗯，我们公司也报价了，是博达代理的版权，之前不都是南海出版社拿下的简体字么。 __eou__ 是啊，南海最近还新出了他的一本杂文集。南海近年在出版界异军突起啊，光马尔克斯的书就为他们赚了不少。 __eou__ 是那个<眠>吧，好像国内销量不好。,6666
157,《潜伏》是目前看过逻辑思维最缜密的电视剧了。no1 __eou__ 说明你根本不懂历史 __eou__ 不好意思，我说的是剧情逻辑缜密，不是指历史真实性。没说清楚 __eou__ 逻辑不通，漏洞百出，只是让你感觉逻辑性很强，比较观众外行居多。但要承认，电视剧市场运作成功，非常贴合当下的观众人群,2525
158,用的什么牌子啊好看诶 __eou__ 说的是笔还是甲油胶？ __eou__ 都想知道喜欢这种色调 __eou__ 这个底色是晕染出来哒用蓝色和浅绿晕两次，上面花纹再用黑色调蓝色晕开,2626
159,你带着二哥和五弟，心疼着xl哈哈 __eou__ 二哥和五弟是本命。而勋鹿恋恋不忘，必有回响吧。 __eou__ 话说京城五少是谁组的太有感觉了 __eou__ 我也想知道啊，五个都喜欢，最重要的是我的两个本命啊,1222
